case_id,s_observed_mm,grid_mm,s_upward_mapped_mm,mapping_delta_um,discrete_status,continuous_status,continuous_margin_um,agreement,error_type
HO-0025,4.552483083311266,0.004,4.556,3.516916688734000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0026,4.536726309805622,0.004,4.54,3.273690194378000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0027,4.512478695923455,0.004,4.516,3.521304076545000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0028,4.578150598965571,0.004,4.58,1.849401034429000,IRRECOVERABLE,RECOVERABLE,0.6083145654638571,false,CONSERVATIVE_FALSE_REJECTION
HO-0029,4.765626892398162,0.004,4.768,2.373107601838000,IRRECOVERABLE,IRRECOVERABLE,-10.753695947767653,true,AGREEMENT_IRRECOVERABLE
HO-0030,4.416514988803014,0.004,4.42,3.485011196986000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0031,4.219151990504528,0.004,4.22,0.848009495472000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0032,4.76737709477014,0.004,4.768,0.62290522986000,IRRECOVERABLE,IRRECOVERABLE,-10.857979822229026,true,AGREEMENT_IRRECOVERABLE
HO-0033,4.658416264826462,0.004,4.66,1.583735173538000,IRRECOVERABLE,IRRECOVERABLE,-4.3028668719762635,true,AGREEMENT_IRRECOVERABLE
HO-0034,4.784643678209649,0.004,4.788,3.356321790351000,IRRECOVERABLE,IRRECOVERABLE,-11.88503646798469,true,AGREEMENT_IRRECOVERABLE
HO-0035,4.58972172421304,0.004,4.592,2.27827578696000,IRRECOVERABLE,IRRECOVERABLE,-0.10402639323976359,true,AGREEMENT_IRRECOVERABLE
HO-0036,4.455930890128327,0.004,4.456,0.069109871673000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0037,4.200370501355027,0.004,4.204,3.629498644973000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0038,4.252589150544033,0.004,4.256,3.410849455967000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0039,4.268690061843886,0.004,4.272,3.309938156114000,RECOVERABLE,RECOVERABLE,0.7797486437171983,true,AGREEMENT_RECOVERABLE
HO-0040,4.43652907464818,0.004,4.44,3.47092535182000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0041,4.3507371275236775,0.004,4.352,1.2628724763225000,RECOVERABLE,RECOVERABLE,0.7797486437182215,true,AGREEMENT_RECOVERABLE
HO-0042,4.376194019296599,0.004,4.38,3.805980703401000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0043,4.744766246103497,0.004,4.748,3.233753896503000,IRRECOVERABLE,IRRECOVERABLE,-9.50821283852629,true,AGREEMENT_IRRECOVERABLE
HO-0044,4.523619202617998,0.004,4.524,0.380797382002000,RECOVERABLE,RECOVERABLE,0.7797486437174825,true,AGREEMENT_RECOVERABLE
HO-0045,4.2627719789192575,0.004,4.264,1.2280210807425000,RECOVERABLE,RECOVERABLE,0.7797486437181078,true,AGREEMENT_RECOVERABLE
HO-0046,4.544884847351838,0.004,4.548,3.115152648162000,RECOVERABLE,RECOVERABLE,0.7797486437173404,true,AGREEMENT_RECOVERABLE
HO-0047,4.511902135294749,0.004,4.512,0.097864705251000,RECOVERABLE,RECOVERABLE,0.7797486437173404,true,AGREEMENT_RECOVERABLE
HO-0048,4.332426337743301,0.004,4.336,3.573662256699000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0049,4.6187207142819755,0.004,4.62,1.2792857180245000,IRRECOVERABLE,IRRECOVERABLE,-1.8828223571654377,true,AGREEMENT_IRRECOVERABLE
HO-0050,4.531063597953599,0.004,4.532,0.936402046401000,RECOVERABLE,RECOVERABLE,0.7797486437160472,true,AGREEMENT_RECOVERABLE
HO-0051,4.335638547648988,0.004,4.336,0.361452351012000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0052,4.411806013441196,0.004,4.412,0.193986558804000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0053,4.640227007593636,0.004,4.644,3.772992406364000,IRRECOVERABLE,IRRECOVERABLE,-3.1960864172875887,true,AGREEMENT_IRRECOVERABLE
HO-0054,4.488976353340441,0.004,4.492,3.023646659559000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0055,4.6191677795855535,0.004,4.62,0.8322204144465000,IRRECOVERABLE,IRRECOVERABLE,-1.9101733772536846,true,AGREEMENT_IRRECOVERABLE
HO-0056,4.319364871786497,0.004,4.32,0.635128213503000,RECOVERABLE,RECOVERABLE,0.7797486437184347,true,AGREEMENT_RECOVERABLE
HO-0057,4.720063522763066,0.004,4.724,3.936477236934000,IRRECOVERABLE,IRRECOVERABLE,-8.027299561985771,true,AGREEMENT_IRRECOVERABLE
HO-0058,4.7598610568585045,0.004,4.76,0.1389431414955000,IRRECOVERABLE,IRRECOVERABLE,-10.409913248216824,true,AGREEMENT_IRRECOVERABLE
HO-0059,4.475497841549461,0.004,4.476,0.502158450539000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0060,4.554003783606177,0.004,4.556,1.996216393823000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0061,4.478522707940769,0.004,4.48,1.477292059231000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0062,4.570400546273355,0.004,4.572,1.599453726645000,RECOVERABLE,RECOVERABLE,0.7797486437175678,true,AGREEMENT_RECOVERABLE
HO-0063,4.261085426629963,0.004,4.264,2.914573370037000,RECOVERABLE,RECOVERABLE,0.7797486437168573,true,AGREEMENT_RECOVERABLE
HO-0064,4.74721315476132,0.004,4.748,0.78684523868000,IRRECOVERABLE,IRRECOVERABLE,-9.654546727899373,true,AGREEMENT_IRRECOVERABLE
HO-0065,4.300496663543926,0.004,4.304,3.503336456074000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0066,4.224108488190461,0.004,4.228,3.891511809539000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0067,4.499490997168674,0.004,4.5,0.509002831326000,RECOVERABLE,RECOVERABLE,0.7797486437181504,true,AGREEMENT_RECOVERABLE
HO-0068,4.312229434985069,0.004,4.316,3.770565014931000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0069,4.43591104919126,0.004,4.436,0.08895080874000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0070,4.773804189260726,0.004,4.776,2.195810739274000,IRRECOVERABLE,IRRECOVERABLE,-11.240650290858198,true,AGREEMENT_IRRECOVERABLE
HO-0071,4.190442053176937,0.004,4.192,1.557946823063000,RECOVERABLE,RECOVERABLE,0.7797486437177525,true,AGREEMENT_RECOVERABLE
HO-0072,4.456107441068771,0.004,4.46,3.892558931229000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0073,4.577097813013781,0.004,4.58,2.902186986219000,IRRECOVERABLE,RECOVERABLE,0.6731989494052044,false,CONSERVATIVE_FALSE_REJECTION
HO-0074,4.799203005884257,0.004,4.8,0.796994115743000,IRRECOVERABLE,IRRECOVERABLE,-12.748589135731976,true,AGREEMENT_IRRECOVERABLE
HO-0075,4.67035009844101,0.004,4.672,1.64990155899000,IRRECOVERABLE,IRRECOVERABLE,-5.02706394488321,true,AGREEMENT_IRRECOVERABLE
HO-0076,4.6669474927190535,0.004,4.668,1.0525072809465000,IRRECOVERABLE,IRRECOVERABLE,-4.820736526221836,true,AGREEMENT_IRRECOVERABLE
HO-0077,4.691853464628283,0.004,4.692,0.146535371717000,IRRECOVERABLE,IRRECOVERABLE,-6.328084278193913,true,AGREEMENT_IRRECOVERABLE
HO-0078,4.341910370787552,0.004,4.344,2.089629212448000,RECOVERABLE,RECOVERABLE,0.7797486437184062,true,AGREEMENT_RECOVERABLE
HO-0079,4.418181131677429,0.004,4.42,1.818868322571000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0080,4.689281984756998,0.004,4.692,2.718015243002000,IRRECOVERABLE,IRRECOVERABLE,-6.172765308207147,true,AGREEMENT_IRRECOVERABLE
HO-0081,4.456439207693417,0.004,4.46,3.560792306583000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0082,4.793242219677155,0.004,4.796,2.757780322845000,IRRECOVERABLE,IRRECOVERABLE,-12.395311790368623,true,AGREEMENT_IRRECOVERABLE
HO-0083,4.626749201697986,0.004,4.628,1.250798302014000,IRRECOVERABLE,IRRECOVERABLE,-2.3736652711806414,true,AGREEMENT_IRRECOVERABLE
HO-0084,4.205204224549033,0.004,4.208,2.795775450967000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0085,4.206993975693173,0.004,4.208,1.006024306827000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0086,4.353944179858006,0.004,4.356,2.055820141994000,RECOVERABLE,RECOVERABLE,0.7797486437179373,true,AGREEMENT_RECOVERABLE
HO-0087,4.425600826554665,0.004,4.428,2.399173445335000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0088,4.46175823897744,0.004,4.464,2.24176102256000,RECOVERABLE,RECOVERABLE,0.7797486437177525,true,AGREEMENT_RECOVERABLE
HO-0089,4.1941838262134326,0.004,4.196,1.8161737865674000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0090,4.254981756434879,0.004,4.256,1.018243565121000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0091,4.790391248114897,0.004,4.792,1.608751885103000,IRRECOVERABLE,IRRECOVERABLE,-12.226209848904375,true,AGREEMENT_IRRECOVERABLE
HO-0092,4.331922418138382,0.004,4.332,0.077581861618000,RECOVERABLE,RECOVERABLE,0.7797486437181078,true,AGREEMENT_RECOVERABLE
HO-0093,4.635613349556147,0.004,4.636,0.386650443853000,IRRECOVERABLE,IRRECOVERABLE,-2.914781964622918,true,AGREEMENT_IRRECOVERABLE
HO-0094,4.280001333122862,0.004,4.284,3.998666877138000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0095,4.251952911300943,0.004,4.252,0.047088699057000,RECOVERABLE,RECOVERABLE,0.7797486437179515,true,AGREEMENT_RECOVERABLE
HO-0096,4.477886934876266,0.004,4.48,2.113065123734000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0097,4.401466845769097,0.004,4.404,2.533154230903000,RECOVERABLE,RECOVERABLE,0.7797486437182215,true,AGREEMENT_RECOVERABLE
HO-0098,4.573238685785399,0.004,4.576,2.761314214601000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0099,4.538098254239547,0.004,4.54,1.901745760453000,RECOVERABLE,RECOVERABLE,0.7797486437170704,true,AGREEMENT_RECOVERABLE
HO-0100,4.260619384328261,0.004,4.264,3.380615671739000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0101,4.194779830090836,0.004,4.196,1.220169909164000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0102,4.337923322954387,0.004,4.34,2.076677045613000,RECOVERABLE,RECOVERABLE,0.7797486437179799,true,AGREEMENT_RECOVERABLE
HO-0103,4.4070625769372676,0.004,4.408,0.9374230627324000,RECOVERABLE,RECOVERABLE,0.7797486437177241,true,AGREEMENT_RECOVERABLE
HO-0104,4.462878968245348,0.004,4.464,1.121031754652000,RECOVERABLE,RECOVERABLE,0.7797486437177525,true,AGREEMENT_RECOVERABLE
HO-0105,4.450164850771611,0.004,4.452,1.835149228389000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0106,4.490890157182178,0.004,4.492,1.109842817822000,RECOVERABLE,RECOVERABLE,0.7797486437184062,true,AGREEMENT_RECOVERABLE
HO-0107,4.664350215139348,0.004,4.668,3.649784860652000,IRRECOVERABLE,IRRECOVERABLE,-4.6631580971924365,true,AGREEMENT_IRRECOVERABLE
HO-0108,4.517146101466886,0.004,4.52,2.853898533114000,RECOVERABLE,RECOVERABLE,0.7797486437178947,true,AGREEMENT_RECOVERABLE
HO-0109,4.225256936426783,0.004,4.228,2.743063573217000,RECOVERABLE,RECOVERABLE,0.7797486437183778,true,AGREEMENT_RECOVERABLE
HO-0110,4.694842783796862,0.004,4.696,1.157216203138000,IRRECOVERABLE,IRRECOVERABLE,-6.508551116460325,true,AGREEMENT_IRRECOVERABLE
HO-0111,4.50291276931817,0.004,4.504,1.08723068183000,RECOVERABLE,RECOVERABLE,0.7797486437182783,true,AGREEMENT_RECOVERABLE
HO-0112,4.316815469854136,0.004,4.32,3.184530145864000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0113,4.369781461304282,0.004,4.372,2.218538695718000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0114,4.353585344871453,0.004,4.356,2.414655128547000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0115,4.611503133699914,0.004,4.612,0.496866300086000,IRRECOVERABLE,IRRECOVERABLE,-1.4409557634188843,true,AGREEMENT_IRRECOVERABLE
HO-0116,4.42860586868633,0.004,4.432,3.39413131367000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0117,4.318031947448616,0.004,4.32,1.968052551384000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0118,4.783871987822764,0.004,4.784,0.128012177236000,IRRECOVERABLE,IRRECOVERABLE,-11.83920243767524,true,AGREEMENT_IRRECOVERABLE
HO-0119,4.563644953381895,0.004,4.564,0.355046618105000,RECOVERABLE,RECOVERABLE,0.7797486437173831,true,AGREEMENT_RECOVERABLE
HO-0120,4.569252081507915,0.004,4.572,2.747918492085000,RECOVERABLE,RECOVERABLE,0.7797486437178236,true,AGREEMENT_RECOVERABLE
HO-0121,4.186820637825683,0.004,4.188,1.179362174317000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0122,4.502156412948833,0.004,4.504,1.843587051167000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0123,4.733520398898533,0.004,4.736,2.479601101467000,IRRECOVERABLE,IRRECOVERABLE,-8.834844488510868,true,AGREEMENT_IRRECOVERABLE
HO-0124,4.685567585534869,0.004,4.688,2.432414465131000,IRRECOVERABLE,IRRECOVERABLE,-5.948287002235631,true,AGREEMENT_IRRECOVERABLE
HO-0125,4.244355889167789,0.004,4.248,3.644110832211000,RECOVERABLE,RECOVERABLE,0.7797486437165588,true,AGREEMENT_RECOVERABLE
HO-0126,4.416234152880075,0.004,4.42,3.765847119925000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0127,4.638767087457192,0.004,4.64,1.232912542808000,IRRECOVERABLE,IRRECOVERABLE,-3.107097083597708,true,AGREEMENT_IRRECOVERABLE
HO-0128,4.4535092068489615,0.004,4.456,2.4907931510385000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0129,4.443294665667741,0.004,4.444,0.705334332259000,RECOVERABLE,RECOVERABLE,0.779748643718321,true,AGREEMENT_RECOVERABLE
HO-0130,4.763049710108843,0.004,4.764,0.950289891157000,IRRECOVERABLE,IRRECOVERABLE,-10.600077756249533,true,AGREEMENT_IRRECOVERABLE
HO-0131,4.225247327678451,0.004,4.228,2.752672321549000,RECOVERABLE,RECOVERABLE,0.7797486437182926,true,AGREEMENT_RECOVERABLE
HO-0132,4.354318990471544,0.004,4.356,1.681009528456000,RECOVERABLE,RECOVERABLE,0.7797486437179657,true,AGREEMENT_RECOVERABLE
HO-0133,4.43922073922973,0.004,4.44,0.77926077027000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0134,4.643179885220966,0.004,4.644,0.820114779034000,IRRECOVERABLE,IRRECOVERABLE,-3.3760079356057986,true,AGREEMENT_IRRECOVERABLE
HO-0135,4.257385049789248,0.004,4.26,2.614950210752000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0136,4.452368733975462,0.004,4.456,3.631266024538000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0137,4.220666043815472,0.004,4.224,3.333956184528000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0138,4.526279125502523,0.004,4.528,1.720874497477000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0139,4.488102546024753,0.004,4.492,3.897453975247000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0140,4.657007496674924,0.004,4.66,2.992503325076000,IRRECOVERABLE,IRRECOVERABLE,-4.217274622486386,true,AGREEMENT_IRRECOVERABLE
HO-0141,4.6854850297683095,0.004,4.688,2.5149702316905000,IRRECOVERABLE,IRRECOVERABLE,-5.94329607967606,true,AGREEMENT_IRRECOVERABLE
HO-0142,4.192098417997437,0.004,4.196,3.901582002563000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0143,4.780903362368273,0.004,4.784,3.096637631727000,IRRECOVERABLE,IRRECOVERABLE,-11.662823732938847,true,AGREEMENT_IRRECOVERABLE
HO-0144,4.78579883581388,0.004,4.788,2.20116418612000,IRRECOVERABLE,IRRECOVERABLE,-11.953634411829356,true,AGREEMENT_IRRECOVERABLE
HO-0145,4.621174090603979,0.004,4.624,2.825909396021000,IRRECOVERABLE,IRRECOVERABLE,-2.032890667708159,true,AGREEMENT_IRRECOVERABLE
HO-0146,4.462342452994207,0.004,4.464,1.657547005793000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0147,4.705002965943778,0.004,4.708,2.997034056222000,IRRECOVERABLE,IRRECOVERABLE,-7.121205024449921,true,AGREEMENT_IRRECOVERABLE
HO-0148,4.554503263847892,0.004,4.556,1.496736152108000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0149,4.246146240811958,0.004,4.248,1.853759188042000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0150,4.642769392363112,0.004,4.644,1.230607636888000,IRRECOVERABLE,IRRECOVERABLE,-3.351001913261385,true,AGREEMENT_IRRECOVERABLE
HO-0151,4.329107199602026,0.004,4.332,2.892800397974000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0152,4.3392946703000606,0.004,4.34,0.7053296999394000,RECOVERABLE,RECOVERABLE,0.7797486437170988,true,AGREEMENT_RECOVERABLE
HO-0153,4.303276178003347,0.004,4.304,0.723821996653000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0154,4.277994220289894,0.004,4.28,2.005779710106000,RECOVERABLE,RECOVERABLE,0.7797486437183778,true,AGREEMENT_RECOVERABLE
HO-0155,4.2506861330506185,0.004,4.252,1.3138669493815000,RECOVERABLE,RECOVERABLE,0.7797486437168573,true,AGREEMENT_RECOVERABLE
HO-0156,4.777217948627194,0.004,4.78,2.782051372806000,IRRECOVERABLE,IRRECOVERABLE,-11.44372678370155,true,AGREEMENT_IRRECOVERABLE
HO-0157,4.221139332744338,0.004,4.224,2.860667255662000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0158,4.18270688015734,0.004,4.184,1.29311984266000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0159,4.216862834685467,0.004,4.22,3.137165314533000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0160,4.189996535410152,0.004,4.192,2.003464589848000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0161,4.475261269118578,0.004,4.476,0.738730881422000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0162,4.376404961667715,0.004,4.38,3.595038332285000,RECOVERABLE,RECOVERABLE,0.7797486437184347,true,AGREEMENT_RECOVERABLE
HO-0163,4.436073676315808,0.004,4.44,3.926323684192000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0164,4.623784122353253,0.004,4.624,0.215877646747000,IRRECOVERABLE,IRRECOVERABLE,-2.192469173674823,true,AGREEMENT_IRRECOVERABLE
HO-0165,4.247960876977332,0.004,4.248,0.039123022668000,RECOVERABLE,RECOVERABLE,0.779748643718122,true,AGREEMENT_RECOVERABLE
HO-0166,4.690862167003328,0.004,4.692,1.137832996672000,IRRECOVERABLE,IRRECOVERABLE,-6.268217761842507,true,AGREEMENT_IRRECOVERABLE
HO-0167,4.76282638710052,0.004,4.764,1.17361289948000,IRRECOVERABLE,IRRECOVERABLE,-10.586762789226896,true,AGREEMENT_IRRECOVERABLE
HO-0168,4.216577544122841,0.004,4.22,3.422455877159000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0169,4.7337437583738255,0.004,4.736,2.2562416261745000,IRRECOVERABLE,IRRECOVERABLE,-8.848231821822353,true,AGREEMENT_IRRECOVERABLE
HO-0170,4.298196551969774,0.004,4.3,1.803448030226000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0171,4.339436355268448,0.004,4.34,0.563644731552000,RECOVERABLE,RECOVERABLE,0.779748643718051,true,AGREEMENT_RECOVERABLE
HO-0172,4.53106275927958,0.004,4.532,0.93724072042000,RECOVERABLE,RECOVERABLE,0.7797486437181931,true,AGREEMENT_RECOVERABLE
HO-0173,4.3370048462467,0.004,4.34,2.9951537533000,RECOVERABLE,RECOVERABLE,0.7797486437180936,true,AGREEMENT_RECOVERABLE
HO-0174,4.26376728996606,0.004,4.264,0.23271003394000,RECOVERABLE,RECOVERABLE,0.7797486437184347,true,AGREEMENT_RECOVERABLE
HO-0175,4.585293343816971,0.004,4.588,2.706656183029000,IRRECOVERABLE,RECOVERABLE,0.16842001198990886,false,CONSERVATIVE_FALSE_REJECTION
HO-0176,4.79230103191694,0.004,4.796,3.69896808306000,IRRECOVERABLE,IRRECOVERABLE,-12.339495941593242,true,AGREEMENT_IRRECOVERABLE
